Yr Built or Remod,Overall Qual Sq,Garage Total,SQRT 1st SQ,Overall Qual Living Area
4020025,49,1378.0,33.36165463522455,13797
3957838,16,297.0,22.93468988235943,3952
3845521,36,736.0,39.698866482558415,9456
3986012,49,934.0,32.63433774416144,14343
3853113,16,209.0,34.19064199455752,6124
4016016,49,968.0,36.851051545376556,9506
3912484,49,1058.0,33.97057550292606,14350
4026042,81,3330.0,48.35286961494633,21042
3801875,25,3024.0,37.30951621235526,13200
3869089,25,2376.0,39.7994974842648,7920
3971880,36,880.0,37.080992435478315,13422
3759600,49,216.0,29.614185789921695,10339
3869089,25,1034.0,38.8587184554509,7550
3990006,64,2610.0,37.5099986670221,19136
3837660,36,1344.0,34.20526275297414,10296
3922290,25,1152.0,29.46183972531247,4340
3992004,49,924.0,30.903074280724887,11424
3781050,25,205.0,32.817678162843876,5385
3814209,25,240.0,27.80287754891569,3865
3992004,49,972.0,34.56877203488721,12873
3992004,64,3207.0,36.193922141707716,19600
3806630,49,1064.0,33.704599092705436,14133
4024036,64,2595.0,40.44749683231337,13088
4018020,49,800.0,27.27636339397171,9618
4020025,25,1050.0,32.7414110874898,5360
3888784,16,0.0,25.099800796022265,2520
3919916,36,1202.0,37.603191353926334,8484
4018020,64,1272.0,41.15823125451335,13552
4004001,49,1034.0,29.068883707497267,11830
3920400,49,968.0,33.95585369269929,16471
3904576,49,319.0,32.48076353782343,7385
3957838,36,1084.0,32.48076353782343,6330
3888663,25,264.0,33.823069050575526,5720
4016016,64,2268.0,34.20526275297414,18656
3884841,36,0.0,30.199337741083,10944
4026042,25,800.0,26.68332812825267,7210
3732300,25,180.0,29.866369046136157,8920
3842910,36,1080.0,35.156791662493895,12648
3849444,25,308.0,29.899832775452108,4470
3751800,16,740.0,28.879058156387302,5720
4008004,49,948.0,30.59411708155671,12432
3954000,36,1058.0,40.024992192379,9612
3800900,36,936.0,31.480152477394387,9900
3837681,36,300.0,29.393876913398138,5184
3974042,49,906.0,33.18132004607411,15400
4030056,64,2598.0,41.352146256270665,13680
3849444,25,352.0,30.199337741083,4560
3996001,36,880.0,27.51363298439521,9006
3751800,36,398.0,29.410882339705484,7860
3892729,36,264.0,21.97726097583591,5922
3880900,16,286.0,23.366642891095847,4368
3904576,25,1056.0,40.98780306383839,8400
3884841,16,1152.0,29.563490998188964,3496
3792750,9,0.0,27.0,2187
3837681,36,1056.0,35.38361202590826,7512
4026042,64,2628.0,36.02776706930364,14624
3972049,36,1320.0,35.77708763999664,14970
4020025,36,1248.0,36.138621999185304,7836
3966072,49,1012.0,38.44476557348217,10346
3916185,25,300.0,30.199337741083,4560
3784950,4,200.0,23.2379000772445,1080
3990006,36,940.0,30.430248109405877,9624
4020025,25,800.0,27.712812921102035,7680
4000000,36,944.0,30.967725134404045,10026
4020025,49,1144.0,28.0,11277
3876961,36,1080.0,42.941821107167776,11064
4020025,49,968.0,36.9729630946723,9569
3916441,49,1100.0,32.2490309931942,12075
4024036,64,2016.0,32.46536616149585,19112
3838584,49,528.0,29.444863728670914,12026
3841600,25,0.0,39.44616584663204,7780
3941904,49,1016.0,46.4327470649756,15092
4028049,81,2760.0,44.474711915874174,17802
3705000,16,384.0,29.30870177950569,4712
3957768,25,1000.0,32.83291031876401,5390
3908529,36,946.0,35.84689665786984,7710
3956121,64,1062.0,34.51086785347479,9528
3988009,36,1152.0,38.65229618017538,8964
3747900,16,252.0,34.351128074635334,4720
4024036,64,2346.0,30.14962686336267,14360
3896676,25,880.0,29.899832775452108,4470
3861225,36,880.0,32.28002478313795,6252
3880900,16,0.0,23.366642891095847,4368
3814209,49,1334.0,36.11094017053558,16009
4014012,81,2178.0,39.64845520319802,24012
3747900,16,0.0,31.04834939252005,5656
3781050,36,217.0,24.657656011875904,7392
3980025,36,1050.0,27.459060435491963,9654
4032064,64,2322.0,43.95452195167182,15456
4028049,64,1040.0,41.569219381653056,13824
3783000,16,1078.0,29.34280150224242,3444
3759600,36,684.0,34.23448553724738,11478
3825936,16,294.0,34.64101615137755,4800
3996001,49,884.0,32.0624390837628,12628
